Sample_ID,roaddist,NeedleLeaf_3x3,Needleleaf_5x5,Broadleaf_3x3,Broadleaf_5x5,MixedForest_3x3,MixedForest_5x5,ForestOnly_3x3,ForestOnly_5x5,ForestWetland_3x3,ForestWetland_5x5,Wetland_3x3,Wetland_5x5
twedt2020:2-23-2023-29:2014-06-27T10:15:0Z:32.756121:-87.373776,4.837294581,0,2,3,9,2,6,5,17,5,17,0,0
twedt2020:2-23-2023-3:2014-06-27T10:15:0Z:32.779347:-87.50128,14.25023733,4,11,0,1,0,0,4,12,4,12,0,0
twedt2020:2-23-2023-30:2014-06-27T10:15:0Z:32.75057:-87.37063,18.83536666,0,0,3,13,3,6,6,19,6,19,0,0
twedt2020:2-23-2023-31:2014-06-27T10:15:0Z:32.745331:-87.365295,3.943323108,3,8,0,0,2,9,5,17,5,17,0,0
twedt2020:2-23-2023-32:2014-06-27T10:15:0Z:32.739625:-87.360642,3.497112394,0,6,0,2,0,1,0,9,0,9,0,0
twedt2020:2-23-2023-33:2014-06-27T10:15:0Z:32.733802:-87.357021,2.974341585,0,0,3,17,0,0,3,17,3,17,0,0
twedt2020:2-23-2023-34:2014-06-27T10:15:0Z:32.72828:-87.352359,2.264249331,3,11,0,0,0,2,3,13,3,13,0,0
twedt2020:2-23-2023-35:2014-06-27T10:15:0Z:32.723378:-87.346937,3.371837919,0,0,5,18,0,1,5,19,5,19,0,0
twedt2020:2-23-2023-36:2014-06-27T10:15:0Z:32.721918:-87.339342,13.53794173,6,12,1,3,0,2,7,17,7,18,0,1
twedt2020:2-23-2023-37:2014-06-27T10:15:0Z:32.721129:-87.331109,21.53871892,3,6,3,5,0,8,6,19,6,20,0,1
twedt2020:2-23-2023-38:2014-06-27T10:15:0Z:32.724241:-87.324147,20.21716299,3,9,0,0,3,9,6,18,6,18,0,0
twedt2020:2-23-2023-39:2014-06-27T10:15:0Z:32.72189:-87.317525,5.303921162,4,15,0,0,0,1,4,16,4,16,0,0
twedt2020:2-23-2023-4:2014-06-27T10:15:0Z:32.781597:-87.495719,23.94090259,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-23-2023-40:2014-06-27T10:15:0Z:32.716184:-87.312678,6.558474404,6,15,0,0,0,2,6,17,6,17,0,0
twedt2020:2-23-2023-41:2014-06-27T10:15:0Z:32.714258:-87.305024,14.14473666,3,10,0,0,0,0,3,10,3,10,0,0
twedt2020:2-23-2023-42:2014-06-27T10:15:0Z:32.714911:-87.296809,9.321526401,4,11,0,0,2,4,6,15,6,15,0,0
twedt2020:2-23-2023-43:2014-06-27T10:15:0Z:32.716157:-87.288682,11.91939189,3,9,0,0,3,7,6,16,6,16,0,0
twedt2020:2-23-2023-44:2014-06-27T10:15:0Z:32.714752:-87.280662,7.839230713,0,1,0,0,3,10,3,11,3,11,0,0
twedt2020:2-23-2023-45:2014-06-27T10:15:0Z:32.709829:-87.275202,2.395343317,1,5,0,0,0,2,1,7,4,17,3,10
twedt2020:2-23-2023-46:2014-06-27T10:15:0Z:32.705304:-87.268843,2.970305674,2,4,0,2,3,7,5,13,5,13,0,0
twedt2020:2-23-2023-47:2014-06-27T10:15:0Z:32.700242:-87.26305,13.96094465,0,0,0,0,1,5,1,5,1,5,0,0
twedt2020:2-23-2023-48:2014-06-27T10:15:0Z:32.698007:-87.255829,10.50562747,0,0,0,0,0,0,0,0,6,14,6,14
twedt2020:2-23-2023-49:2014-06-27T10:15:0Z:32.697576:-87.247519,16.87906539,0,1,0,0,0,0,0,1,6,20,6,19
twedt2020:2-23-2023-5:2014-06-27T10:15:0Z:32.785675:-87.490123,4.616449097,2,6,0,2,4,6,6,14,6,14,0,0
twedt2020:2-23-2023-50:2014-06-27T10:15:0Z:32.693545:-87.24202,8.266451896,0,0,0,0,0,0,0,0,8,19,8,19
twedt2020:2-23-2023-6:2014-06-27T10:15:0Z:32.791061:-87.485034,18.24549584,1,8,0,0,2,5,3,13,3,13,0,0
twedt2020:2-23-2023-7:2014-06-27T10:15:0Z:32.793562:-87.47745,11.66056967,3,10,0,0,2,8,5,18,5,18,0,0
twedt2020:2-23-2023-8:2014-06-27T10:15:0Z:32.790282:-87.47037,33.13755377,8,15,0,0,0,4,8,19,8,19,0,0
twedt2020:2-23-2023-9:2014-06-27T10:15:0Z:32.792135:-87.46279,15.87472906,1,3,0,0,5,13,6,16,6,17,0,1
twedt2020:2-25-2025-1:2014-06-12T10:8:0Z:32.658794:-86.717294,5.08882418,0,0,0,0,0,1,0,1,0,1,0,0
twedt2020:2-25-2025-10:2014-06-12T10:8:0Z:32.708124:-86.71383,3.332805411,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-11:2014-06-12T10:8:0Z:32.715286:-86.716222,5.172183376,0,1,0,1,2,5,2,7,2,7,0,0
twedt2020:2-25-2025-12:2014-06-12T10:8:0Z:32.721802:-86.71499,16.29523517,0,1,0,1,0,0,0,2,0,2,0,0
twedt2020:2-25-2025-13:2014-06-12T10:8:0Z:32.722628:-86.706544,13.11870551,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-14:2014-06-12T10:8:0Z:32.722087:-86.697995,21.41705587,0,0,0,0,1,6,1,6,1,6,0,0
twedt2020:2-25-2025-15:2014-06-12T10:8:0Z:32.721516:-86.689162,24.2695077,0,0,0,0,0,0,0,0,3,9,3,9
twedt2020:2-25-2025-16:2014-06-12T10:8:0Z:32.722453:-86.680384,20.2108303,0,0,1,7,0,0,1,7,1,7,0,0
twedt2020:2-25-2025-17:2014-06-12T10:8:0Z:32.72301:-86.671708,17.19779156,2,6,1,4,0,0,3,10,3,10,0,0
twedt2020:2-25-2025-18:2014-06-12T10:8:0Z:32.722431:-86.663467,15.38353373,0,0,0,1,0,0,0,1,0,1,0,0
twedt2020:2-25-2025-19:2014-06-12T10:8:0Z:32.721448:-86.655252,6.897784261,2,8,1,2,0,0,3,10,3,10,0,0
twedt2020:2-25-2025-2:2014-06-12T10:8:0Z:32.660165:-86.709657,1.623096788,0,0,3,9,0,0,3,9,3,9,0,0
twedt2020:2-25-2025-20:2014-06-12T10:8:0Z:32.7245:-86.647883,9.369001839,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-21:2014-06-12T10:8:0Z:32.727531:-86.639805,5.446540288,0,0,0,0,2,7,2,7,2,7,0,0
twedt2020:2-25-2025-22:2014-06-12T10:8:0Z:32.730788:-86.631904,18.61102147,0,0,1,4,0,1,1,5,1,5,0,0
twedt2020:2-25-2025-23:2014-06-12T10:8:0Z:32.733461:-86.623633,21.54929189,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-24:2014-06-12T10:8:0Z:32.735425:-86.615209,6.345357412,0,3,0,0,0,0,0,3,0,3,0,0
twedt2020:2-25-2025-25:2014-06-12T10:8:0Z:32.738999:-86.607711,29.94216612,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-26:2014-06-12T10:8:0Z:32.741064:-86.59943,14.54233965,0,1,0,0,0,0,0,1,0,1,0,0
twedt2020:2-25-2025-27:2014-06-12T10:8:0Z:32.74566:-86.592696,27.12151077,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-28:2014-06-12T10:8:0Z:32.750846:-86.586644,21.10038722,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-29:2014-06-12T10:8:0Z:32.756317:-86.580942,32.01642151,0,0,5,18,0,0,5,18,5,18,0,0
twedt2020:2-25-2025-3:2014-06-12T10:8:0Z:32.658134:-86.701674,18.95525114,0,0,0,2,0,0,0,2,0,2,0,0
twedt2020:2-25-2025-30:2014-06-12T10:8:0Z:32.761458:-86.574772,28.15618115,0,0,0,0,0,2,0,2,0,6,0,4
twedt2020:2-25-2025-31:2014-06-12T10:8:0Z:32.761591:-86.565944,6.229522541,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-32:2014-06-12T10:8:0Z:32.763009:-86.55737,15.08212624,0,0,0,0,1,5,1,5,1,5,0,0
twedt2020:2-25-2025-33:2014-06-12T10:8:0Z:32.76568:-86.549416,2.962657569,0,0,1,9,1,3,2,12,2,12,0,0
twedt2020:2-25-2025-34:2014-06-12T10:8:0Z:32.772841:-86.547123,0.836679337,0,2,1,4,0,2,1,8,3,16,2,8
twedt2020:2-25-2025-35:2014-06-12T10:8:0Z:32.773172:-86.540915,5.839446799,1,2,1,4,0,0,2,6,2,12,0,6
twedt2020:2-25-2025-36:2014-06-12T10:8:0Z:32.770721:-86.532621,2.315717632,0,0,3,8,0,3,3,11,4,15,1,4
twedt2020:2-25-2025-37:2014-06-12T10:8:0Z:32.767537:-86.525147,6.677561308,0,0,3,11,1,5,4,16,4,16,0,0
twedt2020:2-25-2025-38:2014-06-12T10:8:0Z:32.77043:-86.516971,6.171733591,0,2,4,7,0,3,4,12,4,12,0,0
twedt2020:2-25-2025-39:2014-06-12T10:8:0Z:32.772887:-86.508613,14.13824244,0,0,1,14,4,5,5,19,5,19,0,0
twedt2020:2-25-2025-4:2014-06-12T10:8:0Z:32.66519:-86.702125,3.02688205,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-40:2014-06-12T10:8:0Z:32.774892:-86.500073,12.33651186,0,1,4,13,1,4,5,18,5,18,0,0
twedt2020:2-25-2025-41:2014-06-12T10:8:0Z:32.776928:-86.491543,13.64279493,6,13,0,5,0,0,6,18,6,18,0,0
twedt2020:2-25-2025-42:2014-06-12T10:8:0Z:32.778843:-86.483007,14.92753997,0,0,3,11,0,0,3,11,3,11,0,0
twedt2020:2-25-2025-43:2014-06-12T10:8:0Z:32.780346:-86.474328,16.43382974,7,17,0,2,0,0,7,19,7,19,0,0
twedt2020:2-25-2025-44:2014-06-12T10:8:0Z:32.78133:-86.465561,1.387290199,0,6,2,4,0,0,2,10,2,10,0,0
twedt2020:2-25-2025-45:2014-06-12T10:8:0Z:32.783056:-86.45719,18.4372711,0,1,7,17,0,0,7,18,7,18,0,0
twedt2020:2-25-2025-46:2014-06-12T10:8:0Z:32.784136:-86.448865,19.62663314,0,1,4,8,0,6,4,15,4,15,0,0
twedt2020:2-25-2025-47:2014-06-12T10:8:0Z:32.790094:-86.443771,21.8840049,0,0,6,17,1,2,7,19,7,19,0,0
twedt2020:2-25-2025-48:2014-06-12T10:8:0Z:32.796068:-86.438582,15.10180516,0,0,6,18,0,0,6,18,6,18,0,0
twedt2020:2-25-2025-49:2014-06-12T10:8:0Z:32.79848:-86.431513,8.781983317,0,0,0,2,0,2,0,4,0,4,0,0
twedt2020:2-25-2025-5:2014-06-12T10:8:0Z:32.672617:-86.702771,18.77644629,0,1,0,0,1,3,1,4,1,4,0,0
twedt2020:2-25-2025-50:2014-06-12T10:8:0Z:32.793278:-86.426013,4.780653459,0,0,0,0,2,10,2,10,2,10,0,0
twedt2020:2-25-2025-6:2014-06-12T10:8:0Z:32.67948:-86.705932,2.269985626,4,12,0,0,0,0,4,12,4,12,0,0
twedt2020:2-25-2025-7:2014-06-12T10:8:0Z:32.686441:-86.709067,6.388546556,5,12,0,0,0,1,5,13,5,13,0,0
twedt2020:2-25-2025-8:2014-06-12T10:8:0Z:32.693869:-86.709719,8.965789322,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-25-2025-9:2014-06-12T10:8:0Z:32.701276:-86.710288,9.238250599,0,0,0,1,0,0,0,1,0,1,0,0
twedt2020:2-26-2026-1:2014-06-26T10:15:0Z:32.583443:-86.14701,8.406261037,0,0,0,2,0,5,0,7,0,7,0,0
twedt2020:2-26-2026-10:2014-06-26T10:15:0Z:32.552795:-86.150108,7.668864458,0,0,0,0,0,2,0,2,0,2,0,0
twedt2020:2-26-2026-11:2014-06-26T10:15:0Z:32.547244:-86.143787,18.11956257,0,2,0,1,2,5,2,8,2,8,0,0
twedt2020:2-26-2026-12:2014-06-26T10:15:0Z:32.541839:-86.13754,9.142870548,0,2,0,0,1,2,1,4,1,4,0,0
twedt2020:2-26-2026-13:2014-06-26T10:15:0Z:32.534811:-86.133908,4.145598234,0,5,3,10,2,4,5,19,5,19,0,0
twedt2020:2-26-2026-14:2014-06-26T10:15:0Z:32.527838:-86.130153,4.860490681,4,15,0,1,1,3,5,19,5,19,0,0
twedt2020:2-26-2026-15:2014-06-26T10:15:0Z:32.520096:-86.129088,10.04856834,4,13,0,0,0,2,4,15,4,15,0,0
twedt2020:2-26-2026-16:2014-06-26T10:15:0Z:32.512395:-86.127987,7.361746633,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-26-2026-17:2014-06-26T10:15:0Z:32.505743:-86.131315,1.52315172,2,8,1,5,0,1,3,14,3,14,0,0
twedt2020:2-26-2026-18:2014-06-26T10:15:0Z:32.502192:-86.139388,9.981643511,0,5,0,1,0,0,0,6,0,6,0,0
twedt2020:2-26-2026-19:2014-06-26T10:15:0Z:32.49676:-86.145549,8.226169597,0,0,3,13,0,0,3,13,3,13,0,0
twedt2020:2-26-2026-2:2014-06-26T10:15:0Z:32.579284:-86.154499,0.846528373,0,0,3,12,0,0,3,12,3,12,0,0
twedt2020:2-26-2026-20:2014-06-26T10:15:0Z:32.489769:-86.149402,24.21169156,4,11,2,8,0,0,6,19,6,19,0,0
twedt2020:2-26-2026-21:2014-06-26T10:15:0Z:32.483323:-86.154346,18.79922577,1,5,0,0,0,0,1,5,1,5,0,0
twedt2020:2-26-2026-22:2014-06-26T10:15:0Z:32.475794:-86.156742,14.37705744,0,0,0,1,1,5,1,6,1,6,0,0
twedt2020:2-26-2026-23:2014-06-26T10:15:0Z:32.469476:-86.161783,17.76628151,0,0,0,0,0,2,0,2,0,2,0,0
twedt2020:2-26-2026-24:2014-06-26T10:15:0Z:32.463207:-86.166952,2.395295315,0,0,2,6,0,0,2,6,2,6,0,0
twedt2020:2-26-2026-25:2014-06-26T10:15:0Z:32.456554:-86.170823,25.41747392,0,0,0,1,1,3,1,4,3,13,2,9
twedt2020:2-26-2026-26:2014-06-26T10:15:0Z:32.452555:-86.163689,12.11878671,0,0,0,0,0,0,0,0,5,18,5,18
twedt2020:2-26-2026-27:2014-06-26T10:15:0Z:32.450431:-86.155061,0.655592601,0,0,0,1,0,1,0,2,1,6,1,4
twedt2020:2-26-2026-28:2014-06-26T10:15:0Z:32.445838:-86.147901,6.396761191,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-26-2026-29:2014-06-26T10:15:0Z:32.44283:-86.139484,13.30587208,0,0,2,3,0,0,2,3,6,16,4,13
twedt2020:2-26-2026-3:2014-06-26T10:15:0Z:32.572388:-86.158761,22.96673752,0,1,3,7,0,4,3,12,3,12,0,0
twedt2020:2-26-2026-30:2014-06-26T10:15:0Z:32.44257:-86.130328,2.318022695,0,0,0,3,2,5,2,8,2,8,0,0
twedt2020:2-26-2026-31:2014-06-26T10:15:0Z:32.438755:-86.122318,40.0164715,8,18,0,0,0,0,8,18,8,18,0,0
twedt2020:2-26-2026-32:2014-06-26T10:15:0Z:32.438106:-86.113339,42.09241636,0,0,0,0,0,0,0,0,0,3,0,3
twedt2020:2-26-2026-33:2014-06-26T10:15:0Z:32.435996:-86.104496,39.30812686,6,15,0,0,0,0,6,15,6,15,0,0
twedt2020:2-26-2026-34:2014-06-26T10:15:0Z:32.433853:-86.095676,41.74987919,0,0,0,0,0,0,0,0,5,14,5,14
twedt2020:2-26-2026-35:2014-06-26T10:15:0Z:32.431821:-86.087317,5.320322931,0,0,0,0,0,0,0,0,4,15,4,15
twedt2020:2-26-2026-36:2014-06-26T10:15:0Z:32.439069:-86.084927,12.81192265,0,0,0,3,0,0,0,3,0,6,0,3
twedt2020:2-26-2026-37:2014-06-26T10:15:0Z:32.446288:-86.0819,24.06138569,0,0,0,0,0,0,0,0,5,17,5,17
twedt2020:2-26-2026-38:2014-06-26T10:15:0Z:32.451341:-86.075041,16.19946634,0,0,0,0,0,0,0,0,5,15,5,15
twedt2020:2-26-2026-39:2014-06-26T10:15:0Z:32.453443:-86.066295,23.8476767,3,10,0,0,1,3,4,13,4,13,0,0
twedt2020:2-26-2026-4:2014-06-26T10:15:0Z:32.567946:-86.16628,15.02863459,5,12,0,0,0,4,5,16,5,16,0,0
twedt2020:2-26-2026-40:2014-06-26T10:15:0Z:32.455991:-86.057815,20.82451811,0,0,7,15,0,0,7,15,7,15,0,0
twedt2020:2-26-2026-41:2014-06-26T10:15:0Z:32.456816:-86.048692,21.44758432,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-26-2026-42:2014-06-26T10:15:0Z:32.459302:-86.04008,19.36232129,0,0,1,5,0,1,1,6,1,6,0,0
twedt2020:2-26-2026-43:2014-06-26T10:15:0Z:32.46099:-86.03134,9.55676516,0,0,5,13,0,0,5,13,5,13,0,0
twedt2020:2-26-2026-44:2014-06-26T10:15:0Z:32.465528:-86.024063,12.84470764,0,0,6,13,0,0,6,13,6,18,0,5
twedt2020:2-26-2026-45:2014-06-26T10:15:0Z:32.469556:-86.016439,17.93672443,0,0,0,4,0,1,0,5,0,5,0,0
twedt2020:2-26-2026-46:2014-06-26T10:15:0Z:32.474561:-86.010195,2.706608275,0,0,0,3,0,1,0,4,0,4,0,0
twedt2020:2-26-2026-47:2014-06-26T10:15:0Z:32.481063:-86.005136,14.4189801,1,3,0,3,0,2,1,8,1,8,0,0
twedt2020:2-26-2026-48:2014-06-26T10:15:0Z:32.482525:-85.996764,18.69333505,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-26-2026-49:2014-06-26T10:15:0Z:32.480561:-85.988102,21.38896577,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-26-2026-5:2014-06-26T10:15:0Z:32.562207:-86.172175,5.029187698,1,4,0,2,0,0,1,6,1,7,0,1
twedt2020:2-26-2026-50:2014-06-26T10:15:0Z:32.474285:-85.983072,22.27015277,0,1,3,10,0,0,3,11,3,11,0,0
twedt2020:2-26-2026-6:2014-06-26T10:15:0Z:32.555212:-86.176171,1.836851232,0,0,0,0,3,6,3,6,3,6,0,0
twedt2020:2-26-2026-7:2014-06-26T10:15:0Z:32.552426:-86.17383,16.05538926,0,0,0,0,0,2,0,2,0,2,0,0
twedt2020:2-26-2026-8:2014-06-26T10:15:0Z:32.553637:-86.164761,30.94775935,0,0,6,13,0,2,6,15,6,15,0,0
twedt2020:2-26-2026-9:2014-06-26T10:15:0Z:32.555796:-86.156258,14.79016383,4,8,0,0,0,1,4,9,4,9,0,0
twedt2020:2-32-2032-1:2014-06-19T10:13:0Z:31.718137:-85.815478,17.28959391,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-10:2014-06-19T10:13:0Z:31.684805:-85.76662,5.301946854,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-11:2014-06-19T10:13:0Z:31.678055:-85.765284,28.11416981,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-12:2014-06-19T10:13:0Z:31.671964:-85.762148,29.74057972,0,0,0,0,6,14,6,14,6,14,0,0
twedt2020:2-32-2032-13:2014-06-19T10:13:0Z:31.668357:-85.755424,28.63876899,4,10,0,0,1,2,5,12,5,12,0,0
twedt2020:2-32-2032-14:2014-06-19T10:13:0Z:31.664035:-85.749206,4.224825634,0,0,0,0,0,1,0,1,0,1,0,0
twedt2020:2-32-2032-15:2014-06-19T10:13:0Z:31.657656:-85.746952,8.805127413,1,3,0,0,0,0,1,3,1,3,0,0
twedt2020:2-32-2032-16:2014-06-19T10:13:0Z:31.650957:-85.744825,4.361359877,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-17:2014-06-19T10:13:0Z:31.644216:-85.742963,11.39554488,0,0,1,3,0,1,1,4,1,4,0,0
twedt2020:2-32-2032-18:2014-06-19T10:13:0Z:31.637344:-85.742011,14.67226235,0,0,0,0,7,12,7,12,7,12,0,0
twedt2020:2-32-2032-19:2014-06-19T10:13:0Z:31.632577:-85.745125,5.696346005,0,1,0,0,0,0,0,1,0,1,0,0
twedt2020:2-32-2032-2:2014-06-19T10:13:0Z:31.715353:-85.810566,14.73575676,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-20:2014-06-19T10:13:0Z:31.632604:-85.753235,6.726168375,0,0,0,0,5,15,5,15,5,15,0,0
twedt2020:2-32-2032-21:2014-06-19T10:13:0Z:31.634436:-85.760942,19.24209068,0,0,0,0,0,2,0,2,0,2,0,0
twedt2020:2-32-2032-22:2014-06-19T10:13:0Z:31.628986:-85.764702,0.064112914,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-23:2014-06-19T10:13:0Z:31.622704:-85.767677,5.598884369,0,0,0,0,0,3,0,3,0,3,0,0
twedt2020:2-32-2032-24:2014-06-19T10:13:0Z:31.620601:-85.775139,2.853438269,1,6,0,0,0,1,1,7,1,7,0,0
twedt2020:2-32-2032-25:2014-06-19T10:13:0Z:31.617251:-85.782065,10.43413591,5,10,0,0,0,0,5,10,5,10,0,0
twedt2020:2-32-2032-26:2014-06-19T10:13:0Z:31.620578:-85.78815,20.21794884,1,5,0,0,0,1,1,6,1,6,0,0
twedt2020:2-32-2032-27:2014-06-19T10:13:0Z:31.622122:-85.794972,18.73576765,0,6,0,3,0,0,0,9,0,9,0,0
twedt2020:2-32-2032-28:2014-06-19T10:13:0Z:31.622697:-85.802553,5.093572362,0,0,0,0,3,9,3,9,3,9,0,0
twedt2020:2-32-2032-29:2014-06-19T10:13:0Z:31.627916:-85.806829,1.199399809,0,0,0,0,2,6,2,6,2,6,0,0
twedt2020:2-32-2032-3:2014-06-19T10:13:0Z:31.711161:-85.804821,40.86222679,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-30:2014-06-19T10:13:0Z:31.622495:-85.811793,15.93669687,0,0,0,0,0,1,0,1,0,1,0,0
twedt2020:2-32-2032-31:2014-06-19T10:13:0Z:31.616603:-85.816067,10.43691373,0,0,0,0,1,2,1,2,1,2,0,0
twedt2020:2-32-2032-32:2014-06-19T10:13:0Z:31.611659:-85.821714,20.71194183,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-33:2014-06-19T10:13:0Z:31.607629:-85.82809,6.709952274,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-34:2014-06-19T10:13:0Z:31.602244:-85.832902,32.84050542,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-35:2014-06-19T10:13:0Z:31.595633:-85.834507,0.979970316,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-36:2014-06-19T10:13:0Z:31.589055:-85.831989,16.05709642,0,2,0,0,0,0,0,2,0,2,0,0
twedt2020:2-32-2032-37:2014-06-19T10:13:0Z:31.582263:-85.832547,3.361899645,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-38:2014-06-19T10:13:0Z:31.575748:-85.830534,10.95603852,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-39:2014-06-19T10:13:0Z:31.569639:-85.833928,5.137190979,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-4:2014-06-19T10:13:0Z:31.70898:-85.797302,18.7138508,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-40:2014-06-19T10:13:0Z:31.563876:-85.838454,5.941828283,5,11,0,0,0,0,5,11,5,14,0,3
twedt2020:2-32-2032-41:2014-06-19T10:13:0Z:31.558424:-85.843446,8.251768297,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-42:2014-06-19T10:13:0Z:31.554717:-85.850113,2.590472174,0,1,0,0,0,0,0,1,0,1,0,0
twedt2020:2-32-2032-43:2014-06-19T10:13:0Z:31.552484:-85.857451,13.7183387,0,0,0,0,0,0,0,0,0,0,0,0
twedt2020:2-32-2032-44:2014-06-19T10:13:0Z:31.553091:-85.865514,22.11417412,1,6,0,0,1,6,2,12,2,12,0,0
twedt2020:2-32-2032-45:2014-06-19T10:13:0Z:31.548359:-85.869795,2.936209166,3,9,0,0,0,1,3,10,3,10,0,0
twedt2020:2-32-2032-46:2014-06-19T10:13:0Z:31.541471:-85.870543,9.367977845,0,0,0,0,0,4,0,4,0,4,0,0
twedt2020:2-32-2032-47:2014-06-19T10:13:0Z:31.534825:-85.872652,2.849502739,0,0,0,0,1,5,1,5,1,5,0,0
twedt2020:2-32-2032-48:2014-06-19T10:13:0Z:31.527918:-85.873477,2.299781898,0,0,0,0,0,0,0,0,0,0,0,0
